tick,seq,run,routes,seq_step,SENSOR0,SENSOR1,SENSOR2,SENSOR3,SENSOR4,SENSOR5,SENSOR6,SENSOR7,SENSOR8,SENSOR9,SENSOR10,SENSOR11,SENSOR12,SENSOR13,SENSOR14,SENSOR15,WIRE0,WIRE1,WIRE2,WIRE3,WIRE4,WIRE5,WIRE6,WIRE7,WIRE8,WIRE9,WIRE10,WIRE11,WIRE12,WIRE13,WIRE14,WIRE15,ACT0,ACT1,ACT2,ACT3,ACT4,ACT5,ACT6,ACT7,ACT8,ACT9,ACT10,ACT11,ACT12,ACT13,ACT14,ACT15
526018,525992,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0015609979163855314,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526019,525993,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0015609979163855314,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526020,525994,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0015609979163855314,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526021,525995,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0015609979163855314,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526022,525996,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0015609979163855314,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526023,525997,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0015609979163855314,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526024,525998,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0015609979163855314,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526025,525999,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0015609979163855314,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526026,526000,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0015609979163855314,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526027,526001,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526028,526002,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526029,526003,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526030,526004,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526031,526005,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526032,526006,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526033,526007,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526034,526008,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526035,526009,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526036,526010,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526037,526011,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526038,526012,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526039,526013,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526040,526014,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526041,526015,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526042,526016,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.0008560310816392303,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526043,526017,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526044,526018,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526045,526019,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526046,526020,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526047,526021,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526048,526022,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526049,526023,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526050,526024,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526051,526025,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526052,526026,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526053,526027,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526054,526028,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526055,526029,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526056,526030,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526057,526031,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526058,526032,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,0.001913481391966343,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526059,526033,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,5.0354770792182535e-05,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526060,526034,1,0,128,0.0,0.5,0.15796291828155518,1.0,0.0,1.0,1.0,3.5,5.0354770792182535e-05,3.299999952316284,0.0,5.5,6.0,6.5,7.0,7.5,0.0,0.25,0.004000000189989805,1.0,1.0,0.007000000216066837,1.0,1.75,0.003000000026077032,3.299999952316284,2.5,0.006000000052154064,6.0,0.0,0.0020000000949949026,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
